algorithm,n,type,domain,sample,rep,batch,time_ms,peak_heap_bytes,peak_rss_bytes,correct
quick_sort,10,descendente,D1,a,1,2000,6.275e-05,40,5287936,1
quick_sort,10,descendente,D1,a,2,2000,6.48e-05,40,5287936,1
quick_sort,10,descendente,D1,a,3,2000,6.395e-05,40,5287936,1
quick_sort,10,descendente,D1,a,4,2000,6.4e-05,40,5287936,1
quick_sort,10,descendente,D1,a,5,2000,6.445e-05,40,5287936,1
quick_sort,10,descendente,D1,a,6,2000,6.415e-05,40,5287936,1
quick_sort,10,descendente,D1,a,7,2000,6.41e-05,40,5287936,1
quick_sort,10,descendente,D1,a,8,2000,6.425e-05,40,5287936,1
quick_sort,10,descendente,D1,a,9,2000,6.395e-05,40,5287936,1
quick_sort,10,descendente,D1,a,10,2000,6.55e-05,40,5287936,1
quick_sort,10,descendente,D1,a,11,2000,6.415e-05,40,5287936,1
quick_sort,10,descendente,D1,a,12,2000,6.405e-05,40,5287936,1
quick_sort,10,descendente,D1,a,13,2000,6.605e-05,40,5287936,1
quick_sort,10,descendente,D1,a,14,2000,6.36e-05,40,5287936,1
quick_sort,10,descendente,D1,a,15,2000,6.365e-05,40,5287936,1
patience_sort,10,descendente,D1,a,1,2000,0.0001635,344,5287936,1
patience_sort,10,descendente,D1,a,2,2000,0.0001873,344,5287936,1
patience_sort,10,descendente,D1,a,3,2000,0.0001612,344,5287936,1
patience_sort,10,descendente,D1,a,4,2000,0.00016105,344,5287936,1
patience_sort,10,descendente,D1,a,5,2000,0.00016185,344,5287936,1
patience_sort,10,descendente,D1,a,6,2000,0.000161,344,5287936,1
patience_sort,10,descendente,D1,a,7,2000,0.0001614,344,5287936,1
patience_sort,10,descendente,D1,a,8,2000,0.0001624,344,5287936,1
patience_sort,10,descendente,D1,a,9,2000,0.00016195,344,5287936,1
patience_sort,10,descendente,D1,a,10,2000,0.0001613,344,5287936,1
patience_sort,10,descendente,D1,a,11,2000,0.00016365,344,5287936,1
patience_sort,10,descendente,D1,a,12,2000,0.0001609,344,5287936,1
patience_sort,10,descendente,D1,a,13,2000,0.0001605,344,5287936,1
patience_sort,10,descendente,D1,a,14,2000,0.00016235,344,5287936,1
patience_sort,10,descendente,D1,a,15,2000,0.00016065,344,5287936,1
std_sort,10,descendente,D1,b,1,2000,4.425e-05,40,5287936,1
std_sort,10,descendente,D1,b,2,2000,4.425e-05,40,5287936,1
std_sort,10,descendente,D1,b,3,2000,4.415e-05,40,5287936,1
std_sort,10,descendente,D1,b,4,2000,4.4e-05,40,5287936,1
std_sort,10,descendente,D1,b,5,2000,4.425e-05,40,5287936,1
std_sort,10,descendente,D1,b,6,2000,4.425e-05,40,5287936,1
std_sort,10,descendente,D1,b,7,2000,4.405e-05,40,5287936,1
std_sort,10,descendente,D1,b,8,2000,4.44e-05,40,5287936,1
std_sort,10,descendente,D1,b,9,2000,4.425e-05,40,5287936,1
std_sort,10,descendente,D1,b,10,2000,4.42e-05,40,5287936,1
std_sort,10,descendente,D1,b,11,2000,4.42e-05,40,5287936,1
std_sort,10,descendente,D1,b,12,2000,4.425e-05,40,5287936,1
std_sort,10,descendente,D1,b,13,2000,4.425e-05,40,5287936,1
std_sort,10,descendente,D1,b,14,2000,4.605e-05,40,5287936,1
std_sort,10,descendente,D1,b,15,2000,4.39e-05,40,5287936,1
merge_sort,10,descendente,D1,b,1,2000,8.98e-05,80,5296128,1
merge_sort,10,descendente,D1,b,2,2000,9.385e-05,80,5296128,1
merge_sort,10,descendente,D1,b,3,2000,8.79e-05,80,5296128,1
merge_sort,10,descendente,D1,b,4,2000,8.795e-05,80,5296128,1
merge_sort,10,descendente,D1,b,5,2000,8.855e-05,80,5296128,1
merge_sort,10,descendente,D1,b,6,2000,9.025e-05,80,5296128,1
merge_sort,10,descendente,D1,b,7,2000,8.735e-05,80,5296128,1
merge_sort,10,descendente,D1,b,8,2000,0.00010005,80,5296128,1
merge_sort,10,descendente,D1,b,9,2000,8.98e-05,80,5296128,1
merge_sort,10,descendente,D1,b,10,2000,8.785e-05,80,5296128,1
merge_sort,10,descendente,D1,b,11,2000,8.74e-05,80,5296128,1
merge_sort,10,descendente,D1,b,12,2000,8.75e-05,80,5296128,1
merge_sort,10,descendente,D1,b,13,2000,9.015e-05,80,5296128,1
merge_sort,10,descendente,D1,b,14,2000,8.835e-05,80,5296128,1
merge_sort,10,descendente,D1,b,15,2000,8.865e-05,80,5296128,1
quick_sort,10,descendente,D1,b,1,2000,6.665e-05,40,5296128,1
quick_sort,10,descendente,D1,b,2,2000,6.88e-05,40,5296128,1
quick_sort,10,descendente,D1,b,3,2000,6.66e-05,40,5296128,1
quick_sort,10,descendente,D1,b,4,2000,6.65e-05,40,5296128,1
quick_sort,10,descendente,D1,b,5,2000,6.675e-05,40,5296128,1
quick_sort,10,descendente,D1,b,6,2000,6.84e-05,40,5296128,1
quick_sort,10,descendente,D1,b,7,2000,6.665e-05,40,5296128,1
quick_sort,10,descendente,D1,b,8,2000,6.81e-05,40,5296128,1
quick_sort,10,descendente,D1,b,9,2000,6.69e-05,40,5296128,1
quick_sort,10,descendente,D1,b,10,2000,6.935e-05,40,5296128,1
quick_sort,10,descendente,D1,b,11,2000,6.67e-05,40,5296128,1
quick_sort,10,descendente,D1,b,12,2000,6.715e-05,40,5296128,1
quick_sort,10,descendente,D1,b,13,2000,6.665e-05,40,5296128,1
quick_sort,10,descendente,D1,b,14,2000,6.655e-05,40,5296128,1
quick_sort,10,descendente,D1,b,15,2000,6.81e-05,40,5296128,1
patience_sort,10,descendente,D1,b,1,2000,0.0001658,344,5296128,1
patience_sort,10,descendente,D1,b,2,2000,0.00016495,344,5296128,1
patience_sort,10,descendente,D1,b,3,2000,0.0001647,344,5296128,1
patience_sort,10,descendente,D1,b,4,2000,0.00016525,344,5296128,1
patience_sort,10,descendente,D1,b,5,2000,0.00016585,344,5296128,1
patience_sort,10,descendente,D1,b,6,2000,0.000165,344,5296128,1
patience_sort,10,descendente,D1,b,7,2000,0.0001645,344,5296128,1
patience_sort,10,descendente,D1,b,8,2000,0.0001649,344,5296128,1
patience_sort,10,descendente,D1,b,9,2000,0.00016515,344,5296128,1
patience_sort,10,descendente,D1,b,10,2000,0.00016435,344,5296128,1
patience_sort,10,descendente,D1,b,11,2000,0.00016425,344,5296128,1
patience_sort,10,descendente,D1,b,12,2000,0.0001651,344,5296128,1
patience_sort,10,descendente,D1,b,13,2000,0.00016505,344,5296128,1
patience_sort,10,descendente,D1,b,14,2000,0.0001659,344,5296128,1
patience_sort,10,descendente,D1,b,15,2000,0.00016475,344,5296128,1
std_sort,10,descendente,D1,c,1,2000,4.75e-05,40,5296128,1
std_sort,10,descendente,D1,c,2,2000,4.57e-05,40,5296128,1
std_sort,10,descendente,D1,c,3,2000,4.545e-05,40,5296128,1
std_sort,10,descendente,D1,c,4,2000,4.78e-05,40,5296128,1
std_sort,10,descendente,D1,c,5,2000,4.54e-05,40,5296128,1
std_sort,10,descendente,D1,c,6,2000,4.55e-05,40,5296128,1
std_sort,10,descendente,D1,c,7,2000,4.515e-05,40,5296128,1
std_sort,10,descendente,D1,c,8,2000,4.515e-05,40,5296128,1
std_sort,10,descendente,D1,c,9,2000,4.51e-05,40,5296128,1
std_sort,10,descendente,D1,c,10,2000,4.55e-05,40,5296128,1
std_sort,10,descendente,D1,c,11,2000,4.53e-05,40,5296128,1
std_sort,10,descendente,D1,c,12,2000,4.54e-05,40,5296128,1
std_sort,10,descendente,D1,c,13,2000,4.555e-05,40,5296128,1
std_sort,10,descendente,D1,c,14,2000,4.73e-05,40,5296128,1
std_sort,10,descendente,D1,c,15,2000,4.535e-05,40,5296128,1
merge_sort,10,descendente,D1,c,1,2000,8.855e-05,80,5296128,1
merge_sort,10,descendente,D1,c,2,2000,8.85e-05,80,5296128,1
merge_sort,10,descendente,D1,c,3,2000,8.87e-05,80,5296128,1
merge_sort,10,descendente,D1,c,4,2000,8.88e-05,80,5296128,1
merge_sort,10,descendente,D1,c,5,2000,8.835e-05,80,5296128,1
merge_sort,10,descendente,D1,c,6,2000,8.87e-05,80,5296128,1
merge_sort,10,descendente,D1,c,7,2000,9.005e-05,80,5296128,1
merge_sort,10,descendente,D1,c,8,2000,8.85e-05,80,5296128,1
merge_sort,10,descendente,D1,c,9,2000,8.86e-05,80,5296128,1
merge_sort,10,descendente,D1,c,10,2000,8.85e-05,80,5296128,1
merge_sort,10,descendente,D1,c,11,2000,8.895e-05,80,5296128,1
merge_sort,10,descendente,D1,c,12,2000,8.85e-05,80,5296128,1
merge_sort,10,descendente,D1,c,13,2000,8.875e-05,80,5296128,1
merge_sort,10,descendente,D1,c,14,2000,8.88e-05,80,5296128,1
merge_sort,10,descendente,D1,c,15,2000,9.015e-05,80,5296128,1
quick_sort,10,descendente,D1,c,1,2000,6.35e-05,40,5296128,1
quick_sort,10,descendente,D1,c,2,2000,6.27e-05,40,5296128,1
quick_sort,10,descendente,D1,c,3,2000,6.275e-05,40,5296128,1
quick_sort,10,descendente,D1,c,4,2000,6.29e-05,40,5296128,1
quick_sort,10,descendente,D1,c,5,2000,6.515e-05,40,5296128,1
quick_sort,10,descendente,D1,c,6,2000,6.305e-05,40,5296128,1
quick_sort,10,descendente,D1,c,7,2000,6.34e-05,40,5296128,1
quick_sort,10,descendente,D1,c,8,2000,6.3e-05,40,5296128,1
quick_sort,10,descendente,D1,c,9,2000,6.465e-05,40,5296128,1
quick_sort,10,descendente,D1,c,10,2000,6.37e-05,40,5296128,1
quick_sort,10,descendente,D1,c,11,2000,6.29e-05,40,5296128,1
quick_sort,10,descendente,D1,c,12,2000,6.31e-05,40,5296128,1
quick_sort,10,descendente,D1,c,13,2000,6.325e-05,40,5296128,1
quick_sort,10,descendente,D1,c,14,2000,6.31e-05,40,5296128,1
quick_sort,10,descendente,D1,c,15,2000,6.285e-05,40,5296128,1
patience_sort,10,descendente,D1,c,1,2000,0.00016315,344,5296128,1
patience_sort,10,descendente,D1,c,2,2000,0.00016315,344,5296128,1
patience_sort,10,descendente,D1,c,3,2000,0.0001612,344,5296128,1
patience_sort,10,descendente,D1,c,4,2000,0.00016135,344,5296128,1
patience_sort,10,descendente,D1,c,5,2000,0.0001637,344,5296128,1
patience_sort,10,descendente,D1,c,6,2000,0.00016165,344,5296128,1
patience_sort,10,descendente,D1,c,7,2000,0.00016325,344,5296128,1
patience_sort,10,descendente,D1,c,8,2000,0.0001616,344,5296128,1
patience_sort,10,descendente,D1,c,9,2000,0.00016125,344,5296128,1
patience_sort,10,descendente,D1,c,10,2000,0.00016315,344,5296128,1
patience_sort,10,descendente,D1,c,11,2000,0.00016085,344,5296128,1
patience_sort,10,descendente,D1,c,12,2000,0.0001633,344,5296128,1
patience_sort,10,descendente,D1,c,13,2000,0.00016135,344,5296128,1
patience_sort,10,descendente,D1,c,14,2000,0.0001616,344,5296128,1
patience_sort,10,descendente,D1,c,15,2000,0.00016335,344,5296128,1
std_sort,10,descendente,D7,a,1,2000,5.385e-05,40,5296128,1
std_sort,10,descendente,D7,a,2,2000,5.605e-05,40,5296128,1
std_sort,10,descendente,D7,a,3,2000,5.385e-05,40,5296128,1
std_sort,10,descendente,D7,a,4,2000,5.38e-05,40,5296128,1
std_sort,10,descendente,D7,a,5,2000,5.41e-05,40,5296128,1
std_sort,10,descendente,D7,a,6,2000,5.395e-05,40,5296128,1
std_sort,10,descendente,D7,a,7,2000,5.59e-05,40,5296128,1
std_sort,10,descendente,D7,a,8,2000,5.365e-05,40,5296128,1
std_sort,10,descendente,D7,a,9,2000,5.385e-05,40,5296128,1
std_sort,10,descendente,D7,a,10,2000,5.37e-05,40,5296128,1
std_sort,10,descendente,D7,a,11,2000,5.365e-05,40,5296128,1
std_sort,10,descendente,D7,a,12,2000,5.38e-05,40,5296128,1
std_sort,10,descendente,D7,a,13,2000,5.39e-05,40,5296128,1
std_sort,10,descendente,D7,a,14,2000,5.395e-05,40,5296128,1
std_sort,10,descendente,D7,a,15,2000,5.365e-05,40,5296128,1
merge_sort,10,descendente,D7,a,1,2000,8.855e-05,80,5296128,1
merge_sort,10,descendente,D7,a,2,2000,8.845e-05,80,5296128,1
merge_sort,10,descendente,D7,a,3,2000,8.84e-05,80,5296128,1
merge_sort,10,descendente,D7,a,4,2000,9.835e-05,80,5296128,1
merge_sort,10,descendente,D7,a,5,2000,8.83e-05,80,5296128,1
merge_sort,10,descendente,D7,a,6,2000,8.845e-05,80,5296128,1
merge_sort,10,descendente,D7,a,7,2000,8.85e-05,80,5296128,1
merge_sort,10,descendente,D7,a,8,2000,8.835e-05,80,5296128,1
merge_sort,10,descendente,D7,a,9,2000,8.865e-05,80,5296128,1
merge_sort,10,descendente,D7,a,10,2000,8.82e-05,80,5296128,1
merge_sort,10,descendente,D7,a,11,2000,8.87e-05,80,5296128,1
merge_sort,10,descendente,D7,a,12,2000,9.005e-05,80,5296128,1
merge_sort,10,descendente,D7,a,13,2000,8.835e-05,80,5296128,1
merge_sort,10,descendente,D7,a,14,2000,8.895e-05,80,5296128,1
merge_sort,10,descendente,D7,a,15,2000,8.915e-05,80,5296128,1
quick_sort,10,descendente,D7,a,1,2000,6.495e-05,40,5296128,1
quick_sort,10,descendente,D7,a,2,2000,6.47e-05,40,5296128,1
quick_sort,10,descendente,D7,a,3,2000,6.48e-05,40,5296128,1
quick_sort,10,descendente,D7,a,4,2000,6.405e-05,40,5296128,1
quick_sort,10,descendente,D7,a,5,2000,6.48e-05,40,5296128,1
quick_sort,10,descendente,D7,a,6,2000,6.4e-05,40,5296128,1
quick_sort,10,descendente,D7,a,7,2000,6.425e-05,40,5296128,1
quick_sort,10,descendente,D7,a,8,2000,6.45e-05,40,5296128,1
quick_sort,10,descendente,D7,a,9,2000,6.45e-05,40,5296128,1
quick_sort,10,descendente,D7,a,10,2000,6.41e-05,40,5296128,1
quick_sort,10,descendente,D7,a,11,2000,6.47e-05,40,5296128,1
quick_sort,10,descendente,D7,a,12,2000,6.41e-05,40,5296128,1
quick_sort,10,descendente,D7,a,13,2000,6.43e-05,40,5296128,1
quick_sort,10,descendente,D7,a,14,2000,6.505e-05,40,5296128,1
quick_sort,10,descendente,D7,a,15,2000,6.395e-05,40,5296128,1
patience_sort,10,descendente,D7,a,1,2000,0.0001645,344,5296128,1
patience_sort,10,descendente,D7,a,2,2000,0.00016085,344,5296128,1
patience_sort,10,descendente,D7,a,3,2000,0.0001618,344,5296128,1
patience_sort,10,descendente,D7,a,4,2000,0.0001623,344,5296128,1
patience_sort,10,descendente,D7,a,5,2000,0.0001609,344,5296128,1
patience_sort,10,descendente,D7,a,6,2000,0.0001642,344,5296128,1
patience_sort,10,descendente,D7,a,7,2000,0.00016185,344,5296128,1
patience_sort,10,descendente,D7,a,8,2000,0.00016215,344,5296128,1
patience_sort,10,descendente,D7,a,9,2000,0.00017915,344,5296128,1
patience_sort,10,descendente,D7,a,10,2000,0.00016195,344,5296128,1
patience_sort,10,descendente,D7,a,11,2000,0.0001636,344,5296128,1
patience_sort,10,descendente,D7,a,12,2000,0.00016115,344,5296128,1
patience_sort,10,descendente,D7,a,13,2000,0.0001667,344,5296128,1
patience_sort,10,descendente,D7,a,14,2000,0.00016195,344,5296128,1
patience_sort,10,descendente,D7,a,15,2000,0.00016115,344,5296128,1
std_sort,10,descendente,D7,b,1,2000,5.355e-05,40,5296128,1
std_sort,10,descendente,D7,b,2,2000,5.39e-05,40,5296128,1
std_sort,10,descendente,D7,b,3,2000,5.38e-05,40,5296128,1
std_sort,10,descendente,D7,b,4,2000,5.37e-05,40,5296128,1
std_sort,10,descendente,D7,b,5,2000,5.375e-05,40,5296128,1
std_sort,10,descendente,D7,b,6,2000,5.37e-05,40,5296128,1
std_sort,10,descendente,D7,b,7,2000,5.395e-05,40,5296128,1
std_sort,10,descendente,D7,b,8,2000,5.375e-05,40,5296128,1
std_sort,10,descendente,D7,b,9,2000,5.385e-05,40,5296128,1
std_sort,10,descendente,D7,b,10,2000,5.665e-05,40,5296128,1
std_sort,10,descendente,D7,b,11,2000,5.37e-05,40,5296128,1
std_sort,10,descendente,D7,b,12,2000,5.39e-05,40,5296128,1
std_sort,10,descendente,D7,b,13,2000,5.635e-05,40,5296128,1
std_sort,10,descendente,D7,b,14,2000,5.395e-05,40,5296128,1
std_sort,10,descendente,D7,b,15,2000,5.37e-05,40,5296128,1
merge_sort,10,descendente,D7,b,1,2000,8.885e-05,80,5304320,1
merge_sort,10,descendente,D7,b,2,2000,8.83e-05,80,5304320,1
merge_sort,10,descendente,D7,b,3,2000,8.88e-05,80,5304320,1
merge_sort,10,descendente,D7,b,4,2000,8.985e-05,80,5304320,1
merge_sort,10,descendente,D7,b,5,2000,8.82e-05,80,5304320,1
merge_sort,10,descendente,D7,b,6,2000,8.85e-05,80,5304320,1
merge_sort,10,descendente,D7,b,7,2000,8.835e-05,80,5304320,1
merge_sort,10,descendente,D7,b,8,2000,8.83e-05,80,5304320,1
merge_sort,10,descendente,D7,b,9,2000,8.83e-05,80,5304320,1
merge_sort,10,descendente,D7,b,10,2000,8.82e-05,80,5304320,1
merge_sort,10,descendente,D7,b,11,2000,8.805e-05,80,5304320,1
merge_sort,10,descendente,D7,b,12,2000,9.005e-05,80,5304320,1
merge_sort,10,descendente,D7,b,13,2000,8.805e-05,80,5304320,1
merge_sort,10,descendente,D7,b,14,2000,8.84e-05,80,5304320,1
merge_sort,10,descendente,D7,b,15,2000,8.885e-05,80,5304320,1
quick_sort,10,descendente,D7,b,1,2000,6.45e-05,40,5304320,1
quick_sort,10,descendente,D7,b,2,2000,6.45e-05,40,5304320,1
quick_sort,10,descendente,D7,b,3,2000,6.41e-05,40,5304320,1
quick_sort,10,descendente,D7,b,4,2000,6.66e-05,40,5304320,1
quick_sort,10,descendente,D7,b,5,2000,6.465e-05,40,5304320,1
quick_sort,10,descendente,D7,b,6,2000,6.435e-05,40,5304320,1
quick_sort,10,descendente,D7,b,7,2000,6.425e-05,40,5304320,1
quick_sort,10,descendente,D7,b,8,2000,6.45e-05,40,5304320,1
quick_sort,10,descendente,D7,b,9,2000,6.455e-05,40,5304320,1
quick_sort,10,descendente,D7,b,10,2000,6.475e-05,40,5304320,1
quick_sort,10,descendente,D7,b,11,2000,6.425e-05,40,5304320,1
quick_sort,10,descendente,D7,b,12,2000,6.475e-05,40,5304320,1
quick_sort,10,descendente,D7,b,13,2000,6.435e-05,40,5304320,1
quick_sort,10,descendente,D7,b,14,2000,6.585e-05,40,5304320,1
quick_sort,10,descendente,D7,b,15,2000,6.49e-05,40,5304320,1
patience_sort,10,descendente,D7,b,1,2000,0.00016205,344,5304320,1
patience_sort,10,descendente,D7,b,2,2000,0.00016225,344,5304320,1
patience_sort,10,descendente,D7,b,3,2000,0.00016185,344,5304320,1
patience_sort,10,descendente,D7,b,4,2000,0.00016205,344,5304320,1
patience_sort,10,descendente,D7,b,5,2000,0.00016315,344,5304320,1
patience_sort,10,descendente,D7,b,6,2000,0.00016165,344,5304320,1
patience_sort,10,descendente,D7,b,7,2000,0.0001618,344,5304320,1
patience_sort,10,descendente,D7,b,8,2000,0.0001619,344,5304320,1
patience_sort,10,descendente,D7,b,9,2000,0.00016195,344,5304320,1
patience_sort,10,descendente,D7,b,10,2000,0.0001634,344,5304320,1
patience_sort,10,descendente,D7,b,11,2000,0.00016195,344,5304320,1
patience_sort,10,descendente,D7,b,12,2000,0.00016355,344,5304320,1
patience_sort,10,descendente,D7,b,13,2000,0.0001612,344,5304320,1
patience_sort,10,descendente,D7,b,14,2000,0.00016285,344,5304320,1
patience_sort,10,descendente,D7,b,15,2000,0.00016075,344,5304320,1
std_sort,10,descendente,D7,c,1,2000,5.405e-05,40,5304320,1
std_sort,10,descendente,D7,c,2,2000,5.385e-05,40,5304320,1
std_sort,10,descendente,D7,c,3,2000,5.37e-05,40,5304320,1
std_sort,10,descendente,D7,c,4,2000,5.365e-05,40,5304320,1
std_sort,10,descendente,D7,c,5,2000,5.41e-05,40,5304320,1
std_sort,10,descendente,D7,c,6,2000,5.37e-05,40,5304320,1
std_sort,10,descendente,D7,c,7,2000,5.38e-05,40,5304320,1
std_sort,10,descendente,D7,c,8,2000,5.405e-05,40,5304320,1
std_sort,10,descendente,D7,c,9,2000,5.395e-05,40,5304320,1
std_sort,10,descendente,D7,c,10,2000,5.615e-05,40,5304320,1
std_sort,10,descendente,D7,c,11,2000,5.395e-05,40,5304320,1
std_sort,10,descendente,D7,c,12,2000,5.445e-05,40,5304320,1
std_sort,10,descendente,D7,c,13,2000,5.395e-05,40,5304320,1
std_sort,10,descendente,D7,c,14,2000,5.37e-05,40,5304320,1
std_sort,10,descendente,D7,c,15,2000,5.365e-05,40,5304320,1
merge_sort,10,descendente,D7,c,1,2000,8.875e-05,80,5304320,1
merge_sort,10,descendente,D7,c,2,2000,8.855e-05,80,5304320,1
merge_sort,10,descendente,D7,c,3,2000,8.845e-05,80,5304320,1
merge_sort,10,descendente,D7,c,4,2000,8.975e-05,80,5304320,1
merge_sort,10,descendente,D7,c,5,2000,8.87e-05,80,5304320,1
merge_sort,10,descendente,D7,c,6,2000,9.815e-05,80,5304320,1
merge_sort,10,descendente,D7,c,7,2000,8.845e-05,80,5304320,1
merge_sort,10,descendente,D7,c,8,2000,8.85e-05,80,5304320,1
merge_sort,10,descendente,D7,c,9,2000,8.87e-05,80,5304320,1
merge_sort,10,descendente,D7,c,10,2000,8.855e-05,80,5304320,1
merge_sort,10,descendente,D7,c,11,2000,8.82e-05,80,5304320,1
merge_sort,10,descendente,D7,c,12,2000,9.06e-05,80,5304320,1
merge_sort,10,descendente,D7,c,13,2000,8.86e-05,80,5304320,1
merge_sort,10,descendente,D7,c,14,2000,8.88e-05,80,5304320,1
merge_sort,10,descendente,D7,c,15,2000,8.86e-05,80,5304320,1
quick_sort,10,descendente,D7,c,1,2000,6.555e-05,40,5304320,1
quick_sort,10,descendente,D7,c,2,2000,6.52e-05,40,5304320,1
quick_sort,10,descendente,D7,c,3,2000,6.655e-05,40,5304320,1
quick_sort,10,descendente,D7,c,4,2000,6.395e-05,40,5304320,1
quick_sort,10,descendente,D7,c,5,2000,6.37e-05,40,5304320,1
quick_sort,10,descendente,D7,c,6,2000,6.525e-05,40,5304320,1
quick_sort,10,descendente,D7,c,7,2000,6.41e-05,40,5304320,1
quick_sort,10,descendente,D7,c,8,2000,6.385e-05,40,5304320,1
quick_sort,10,descendente,D7,c,9,2000,6.385e-05,40,5304320,1
quick_sort,10,descendente,D7,c,10,2000,6.445e-05,40,5304320,1
quick_sort,10,descendente,D7,c,11,2000,6.545e-05,40,5304320,1
quick_sort,10,descendente,D7,c,12,2000,6.485e-05,40,5304320,1
quick_sort,10,descendente,D7,c,13,2000,6.45e-05,40,5304320,1
quick_sort,10,descendente,D7,c,14,2000,6.525e-05,40,5304320,1
quick_sort,10,descendente,D7,c,15,2000,6.68e-05,40,5304320,1
patience_sort,10,descendente,D7,c,1,2000,0.00016235,344,5304320,1
patience_sort,10,descendente,D7,c,2,2000,0.0001622,344,5304320,1
patience_sort,10,descendente,D7,c,3,2000,0.00016225,344,5304320,1
patience_sort,10,descendente,D7,c,4,2000,0.00016465,344,5304320,1
patience_sort,10,descendente,D7,c,5,2000,0.0001618,344,5304320,1
patience_sort,10,descendente,D7,c,6,2000,0.00016375,344,5304320,1
patience_sort,10,descendente,D7,c,7,2000,0.00016185,344,5304320,1
patience_sort,10,descendente,D7,c,8,2000,0.00016185,344,5304320,1
patience_sort,10,descendente,D7,c,9,2000,0.00016345,344,5304320,1
patience_sort,10,descendente,D7,c,10,2000,0.00016195,344,5304320,1
patience_sort,10,descendente,D7,c,11,2000,0.0001619,344,5304320,1
patience_sort,10,descendente,D7,c,12,2000,0.0001618,344,5304320,1
patience_sort,10,descendente,D7,c,13,2000,0.00016175,344,5304320,1
patience_sort,10,descendente,D7,c,14,2000,0.00016545,344,5304320,1
patience_sort,10,descendente,D7,c,15,2000,0.00016085,344,5304320,1
std_sort,1000,aleatorio,D1,a,1,200,0.003442,4000,5304320,1
std_sort,1000,aleatorio,D1,a,2,200,0.0033495,4000,5304320,1
std_sort,1000,aleatorio,D1,a,3,200,0.0032815,4000,5304320,1
std_sort,1000,aleatorio,D1,a,4,200,0.0032705,4000,5304320,1
std_sort,1000,aleatorio,D1,a,5,200,0.0032255,4000,5304320,1
std_sort,1000,aleatorio,D1,a,6,200,0.003232,4000,5304320,1
std_sort,1000,aleatorio,D1,a,7,200,0.003243,4000,5304320,1
std_sort,1000,aleatorio,D1,a,8,200,0.003229,4000,5304320,1
std_sort,1000,aleatorio,D1,a,9,200,0.0034655,4000,5304320,1
std_sort,1000,aleatorio,D1,a,10,200,0.0032595,4000,5304320,1
std_sort,1000,aleatorio,D1,a,11,200,0.0032265,4000,5304320,1
std_sort,1000,aleatorio,D1,a,12,200,0.0032175,4000,5304320,1
std_sort,1000,aleatorio,D1,a,13,200,0.003242,4000,5304320,1
std_sort,1000,aleatorio,D1,a,14,200,0.0032515,4000,5304320,1
std_sort,1000,aleatorio,D1,a,15,200,0.003252,4000,5304320,1
merge_sort,1000,aleatorio,D1,a,1,200,0.0094345,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,2,200,0.0092115,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,3,200,0.0093805,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,4,200,0.0092405,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,5,200,0.0092015,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,6,200,0.009204,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,7,200,0.0091795,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,8,200,0.0093125,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,9,200,0.00922,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,10,200,0.0092015,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,11,200,0.0093995,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,12,200,0.0093665,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,13,200,0.0092735,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,14,200,0.0092365,8000,6098944,1
merge_sort,1000,aleatorio,D1,a,15,200,0.009232,8000,6098944,1
quick_sort,1000,aleatorio,D1,a,1,200,0.006935,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,2,200,0.0070105,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,3,200,0.0070525,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,4,200,0.007378,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,5,200,0.007111,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,6,200,0.0070695,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,7,200,0.0074015,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,8,200,0.007042,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,9,200,0.0070365,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,10,200,0.0071155,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,11,200,0.0070965,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,12,200,0.007127,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,13,200,0.007107,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,14,200,0.007071,4000,6098944,1
quick_sort,1000,aleatorio,D1,a,15,200,0.0071305,4000,6098944,1
patience_sort,1000,aleatorio,D1,a,1,200,0.009617,8336,6098944,1
patience_sort,1000,aleatorio,D1,a,2,200,0.009575,8336,6098944,1
patience_sort,1000,aleatorio,D1,a,3,200,0.0095635,8336,6098944,1
patience_sort,1000,aleatorio,D1,a,4,200,0.009592,8336,6098944,1
