algorithm,n,type,domain,sample,rep,batch,time_ms,peak_heap_bytes,peak_rss_bytes,cutoff,correct
strassen,16,dispersa,D0,a,12,200,0.001238,2048,5132288,64,1
strassen,16,dispersa,D0,a,13,200,0.0012395,2048,5132288,64,1
strassen,16,dispersa,D0,a,14,200,0.0012365,2048,5132288,64,1
strassen,16,dispersa,D0,a,15,200,0.001245,2048,5132288,64,1
naive,16,dispersa,D0,b,1,200,0.001232,2048,5132288,64,1
naive,16,dispersa,D0,b,2,200,0.0012335,2048,5132288,64,1
naive,16,dispersa,D0,b,3,200,0.0012295,2048,5132288,64,1
naive,16,dispersa,D0,b,4,200,0.0012315,2048,5132288,64,1
naive,16,dispersa,D0,b,5,200,0.0012315,2048,5132288,64,1
naive,16,dispersa,D0,b,6,200,0.0012525,2048,5132288,64,1
naive,16,dispersa,D0,b,7,200,0.001307,2048,5132288,64,1
naive,16,dispersa,D0,b,8,200,0.0015615,2048,5132288,64,1
naive,16,dispersa,D0,b,9,200,0.0012385,2048,5132288,64,1
naive,16,dispersa,D0,b,10,200,0.00123,2048,5132288,64,1
naive,16,dispersa,D0,b,11,200,0.0012275,2048,5132288,64,1
naive,16,dispersa,D0,b,12,200,0.0012515,2048,5132288,64,1
naive,16,dispersa,D0,b,13,200,0.0012555,2048,5132288,64,1
naive,16,dispersa,D0,b,14,200,0.0012345,2048,5132288,64,1
naive,16,dispersa,D0,b,15,200,0.0013115,2048,5132288,64,1
strassen,16,dispersa,D0,b,1,200,0.0012435,2048,5132288,64,1
strassen,16,dispersa,D0,b,2,200,0.0012445,2048,5132288,64,1
strassen,16,dispersa,D0,b,3,200,0.001244,2048,5132288,64,1
strassen,16,dispersa,D0,b,4,200,0.001246,2048,5132288,64,1
strassen,16,dispersa,D0,b,5,200,0.0012615,2048,5132288,64,1
strassen,16,dispersa,D0,b,6,200,0.0012585,2048,5132288,64,1
strassen,16,dispersa,D0,b,7,200,0.0012375,2048,5132288,64,1
strassen,16,dispersa,D0,b,8,200,0.001237,2048,5132288,64,1
strassen,16,dispersa,D0,b,9,200,0.001239,2048,5132288,64,1
strassen,16,dispersa,D0,b,10,200,0.001238,2048,5132288,64,1
strassen,16,dispersa,D0,b,11,200,0.0012375,2048,5132288,64,1
strassen,16,dispersa,D0,b,12,200,0.0012355,2048,5132288,64,1
strassen,16,dispersa,D0,b,13,200,0.001236,2048,5132288,64,1
strassen,16,dispersa,D0,b,14,200,0.0012795,2048,5132288,64,1
strassen,16,dispersa,D0,b,15,200,0.001249,2048,5132288,64,1
naive,16,dispersa,D0,c,1,200,0.001433,2048,5132288,64,1
naive,16,dispersa,D0,c,2,200,0.0016725,2048,5132288,64,1
naive,16,dispersa,D0,c,3,200,0.0017465,2048,5132288,64,1
naive,16,dispersa,D0,c,4,200,0.001671,2048,5132288,64,1
naive,16,dispersa,D0,c,5,200,0.0017315,2048,5132288,64,1
naive,16,dispersa,D0,c,6,200,0.0017685,2048,5132288,64,1
naive,16,dispersa,D0,c,7,200,0.001755,2048,5132288,64,1
naive,16,dispersa,D0,c,8,200,0.0017485,2048,5132288,64,1
naive,16,dispersa,D0,c,9,200,0.0018005,2048,5132288,64,1
naive,16,dispersa,D0,c,10,200,0.001777,2048,5132288,64,1
naive,16,dispersa,D0,c,11,200,0.0017765,2048,5132288,64,1
naive,16,dispersa,D0,c,12,200,0.0017455,2048,5132288,64,1
naive,16,dispersa,D0,c,13,200,0.0017795,2048,5132288,64,1
naive,16,dispersa,D0,c,14,200,0.0017755,2048,5132288,64,1
naive,16,dispersa,D0,c,15,200,0.0015215,2048,5132288,64,1
strassen,16,dispersa,D0,c,1,200,0.00128,2048,5132288,64,1
strassen,16,dispersa,D0,c,2,200,0.00133,2048,5132288,64,1
strassen,16,dispersa,D0,c,3,200,0.0016325,2048,5132288,64,1
strassen,16,dispersa,D0,c,4,200,0.0012475,2048,5132288,64,1
strassen,16,dispersa,D0,c,5,200,0.0012495,2048,5132288,64,1
strassen,16,dispersa,D0,c,6,200,0.001249,2048,5132288,64,1
strassen,16,dispersa,D0,c,7,200,0.001288,2048,5132288,64,1
strassen,16,dispersa,D0,c,8,200,0.0012425,2048,5132288,64,1
strassen,16,dispersa,D0,c,9,200,0.001242,2048,5132288,64,1
strassen,16,dispersa,D0,c,10,200,0.0012425,2048,5132288,64,1
strassen,16,dispersa,D0,c,11,200,0.0012435,2048,5132288,64,1
strassen,16,dispersa,D0,c,12,200,0.001244,2048,5132288,64,1
strassen,16,dispersa,D0,c,13,200,0.001243,2048,5132288,64,1
strassen,16,dispersa,D0,c,14,200,0.001244,2048,5132288,64,1
strassen,16,dispersa,D0,c,15,200,0.0012555,2048,5132288,64,1
naive,16,dispersa,D10,a,1,200,0.001239,2048,5132288,64,1
naive,16,dispersa,D10,a,2,200,0.001241,2048,5132288,64,1
naive,16,dispersa,D10,a,3,200,0.001237,2048,5132288,64,1
naive,16,dispersa,D10,a,4,200,0.0012365,2048,5132288,64,1
naive,16,dispersa,D10,a,5,200,0.001238,2048,5132288,64,1
naive,16,dispersa,D10,a,6,200,0.00126,2048,5132288,64,1
naive,16,dispersa,D10,a,7,200,0.0012355,2048,5132288,64,1
naive,16,dispersa,D10,a,8,200,0.0013245,2048,5132288,64,1
naive,16,dispersa,D10,a,9,200,0.001344,2048,5132288,64,1
naive,16,dispersa,D10,a,10,200,0.0012775,2048,5132288,64,1
naive,16,dispersa,D10,a,11,200,0.0012365,2048,5132288,64,1
naive,16,dispersa,D10,a,12,200,0.0012375,2048,5132288,64,1
naive,16,dispersa,D10,a,13,200,0.0012365,2048,5132288,64,1
naive,16,dispersa,D10,a,14,200,0.0012625,2048,5132288,64,1
naive,16,dispersa,D10,a,15,200,0.0012365,2048,5132288,64,1
strassen,16,dispersa,D10,a,1,200,0.001245,2048,5132288,64,1
strassen,16,dispersa,D10,a,2,200,0.001242,2048,5132288,64,1
strassen,16,dispersa,D10,a,3,200,0.001243,2048,5132288,64,1
strassen,16,dispersa,D10,a,4,200,0.001268,2048,5132288,64,1
strassen,16,dispersa,D10,a,5,200,0.001241,2048,5132288,64,1
strassen,16,dispersa,D10,a,6,200,0.001241,2048,5132288,64,1
strassen,16,dispersa,D10,a,7,200,0.0012565,2048,5132288,64,1
strassen,16,dispersa,D10,a,8,200,0.0012445,2048,5132288,64,1
strassen,16,dispersa,D10,a,9,200,0.001245,2048,5132288,64,1
strassen,16,dispersa,D10,a,10,200,0.001242,2048,5132288,64,1
strassen,16,dispersa,D10,a,11,200,0.001244,2048,5132288,64,1
strassen,16,dispersa,D10,a,12,200,0.0012435,2048,5132288,64,1
strassen,16,dispersa,D10,a,13,200,0.001243,2048,5132288,64,1
strassen,16,dispersa,D10,a,14,200,0.001257,2048,5132288,64,1
strassen,16,dispersa,D10,a,15,200,0.0012435,2048,5132288,64,1
naive,16,dispersa,D10,b,1,200,0.0012405,2048,5132288,64,1
naive,16,dispersa,D10,b,2,200,0.00155,2048,5132288,64,1
naive,16,dispersa,D10,b,3,200,0.001545,2048,5132288,64,1
naive,16,dispersa,D10,b,4,200,0.001601,2048,5132288,64,1
naive,16,dispersa,D10,b,5,200,0.001545,2048,5132288,64,1
naive,16,dispersa,D10,b,6,200,0.0014905,2048,5132288,64,1
naive,16,dispersa,D10,b,7,200,0.0012395,2048,5132288,64,1
naive,16,dispersa,D10,b,8,200,0.001239,2048,5132288,64,1
naive,16,dispersa,D10,b,9,200,0.0012375,2048,5132288,64,1
naive,16,dispersa,D10,b,10,200,0.001249,2048,5132288,64,1
naive,16,dispersa,D10,b,11,200,0.001239,2048,5132288,64,1
naive,16,dispersa,D10,b,12,200,0.001238,2048,5132288,64,1
naive,16,dispersa,D10,b,13,200,0.001239,2048,5132288,64,1
naive,16,dispersa,D10,b,14,200,0.001244,2048,5132288,64,1
naive,16,dispersa,D10,b,15,200,0.001237,2048,5132288,64,1
strassen,16,dispersa,D10,b,1,200,0.0012425,2048,5132288,64,1
strassen,16,dispersa,D10,b,2,200,0.0012425,2048,5132288,64,1
strassen,16,dispersa,D10,b,3,200,0.0012495,2048,5132288,64,1
strassen,16,dispersa,D10,b,4,200,0.0012435,2048,5132288,64,1
strassen,16,dispersa,D10,b,5,200,0.001243,2048,5132288,64,1
strassen,16,dispersa,D10,b,6,200,0.001287,2048,5132288,64,1
strassen,16,dispersa,D10,b,7,200,0.001579,2048,5132288,64,1
strassen,16,dispersa,D10,b,8,200,0.0012395,2048,5132288,64,1
strassen,16,dispersa,D10,b,9,200,0.0012375,2048,5132288,64,1
strassen,16,dispersa,D10,b,10,200,0.00126,2048,5132288,64,1
strassen,16,dispersa,D10,b,11,200,0.001238,2048,5132288,64,1
strassen,16,dispersa,D10,b,12,200,0.0012375,2048,5132288,64,1
strassen,16,dispersa,D10,b,13,200,0.0012375,2048,5132288,64,1
strassen,16,dispersa,D10,b,14,200,0.0012605,2048,5132288,64,1
strassen,16,dispersa,D10,b,15,200,0.001237,2048,5132288,64,1
naive,16,dispersa,D10,c,1,200,0.001233,2048,5132288,64,1
naive,16,dispersa,D10,c,2,200,0.0012345,2048,5132288,64,1
naive,16,dispersa,D10,c,3,200,0.001232,2048,5132288,64,1
naive,16,dispersa,D10,c,4,200,0.001231,2048,5132288,64,1
naive,16,dispersa,D10,c,5,200,0.0012545,2048,5132288,64,1
naive,16,dispersa,D10,c,6,200,0.0012315,2048,5132288,64,1
naive,16,dispersa,D10,c,7,200,0.0012305,2048,5132288,64,1
naive,16,dispersa,D10,c,8,200,0.0012285,2048,5132288,64,1
naive,16,dispersa,D10,c,9,200,0.001231,2048,5132288,64,1
naive,16,dispersa,D10,c,10,200,0.0012315,2048,5132288,64,1
naive,16,dispersa,D10,c,11,200,0.0013545,2048,5132288,64,1
naive,16,dispersa,D10,c,12,200,0.0012315,2048,5132288,64,1
naive,16,dispersa,D10,c,13,200,0.001232,2048,5132288,64,1
naive,16,dispersa,D10,c,14,200,0.0012975,2048,5132288,64,1
naive,16,dispersa,D10,c,15,200,0.0014295,2048,5132288,64,1
strassen,16,dispersa,D10,c,1,200,0.001237,2048,5132288,64,1
strassen,16,dispersa,D10,c,2,200,0.001238,2048,5132288,64,1
strassen,16,dispersa,D10,c,3,200,0.0012365,2048,5132288,64,1
strassen,16,dispersa,D10,c,4,200,0.0012535,2048,5132288,64,1
strassen,16,dispersa,D10,c,5,200,0.001238,2048,5132288,64,1
strassen,16,dispersa,D10,c,6,200,0.0012375,2048,5132288,64,1
strassen,16,dispersa,D10,c,7,200,0.001238,2048,5132288,64,1
strassen,16,dispersa,D10,c,8,200,0.001264,2048,5132288,64,1
strassen,16,dispersa,D10,c,9,200,0.001238,2048,5132288,64,1
strassen,16,dispersa,D10,c,10,200,0.0012375,2048,5132288,64,1
strassen,16,dispersa,D10,c,11,200,0.001237,2048,5132288,64,1
strassen,16,dispersa,D10,c,12,200,0.001246,2048,5132288,64,1
strassen,16,dispersa,D10,c,13,200,0.0012375,2048,5132288,64,1
strassen,16,dispersa,D10,c,14,200,0.001237,2048,5132288,64,1
strassen,16,dispersa,D10,c,15,200,0.001237,2048,5132288,64,1
naive,64,densa,D0,a,1,20,0.105585,32768,5271552,64,1
naive,64,densa,D0,a,2,20,0.104075,32768,5271552,64,1
naive,64,densa,D0,a,3,20,0.104135,32768,5271552,64,1
naive,64,densa,D0,a,4,20,0.108745,32768,5271552,64,1
naive,64,densa,D0,a,5,20,0.104555,32768,5271552,64,1
naive,64,densa,D0,a,6,20,0.103935,32768,5271552,64,1
naive,64,densa,D0,a,7,20,0.10442,32768,5271552,64,1
naive,64,densa,D0,a,8,20,0.103495,32768,5271552,64,1
naive,64,densa,D0,a,9,20,0.10366,32768,5271552,64,1
naive,64,densa,D0,a,10,20,0.103895,32768,5271552,64,1
naive,64,densa,D0,a,11,20,0.103545,32768,5271552,64,1
naive,64,densa,D0,a,12,20,0.10671,32768,5271552,64,1
naive,64,densa,D0,a,13,20,0.10518,32768,5271552,64,1
naive,64,densa,D0,a,14,20,0.10351,32768,5271552,64,1
naive,64,densa,D0,a,15,20,0.10362,32768,5271552,64,1
strassen,64,densa,D0,a,1,20,0.103465,32768,5304320,64,1
strassen,64,densa,D0,a,2,20,0.10133,32768,5304320,64,1
strassen,64,densa,D0,a,3,20,0.100355,32768,5304320,64,1
strassen,64,densa,D0,a,4,20,0.105615,32768,5304320,64,1
strassen,64,densa,D0,a,5,20,0.09957,32768,5304320,64,1
strassen,64,densa,D0,a,6,20,0.10046,32768,5304320,64,1
strassen,64,densa,D0,a,7,20,0.100115,32768,5304320,64,1
strassen,64,densa,D0,a,8,20,0.099585,32768,5304320,64,1
strassen,64,densa,D0,a,9,20,0.10176,32768,5304320,64,1
strassen,64,densa,D0,a,10,20,0.098755,32768,5304320,64,1
strassen,64,densa,D0,a,11,20,0.09806,32768,5304320,64,1
strassen,64,densa,D0,a,12,20,0.1018,32768,5304320,64,1
strassen,64,densa,D0,a,13,20,0.09754,32768,5304320,64,1
strassen,64,densa,D0,a,14,20,0.09848,32768,5304320,64,1
strassen,64,densa,D0,a,15,20,0.09955,32768,5304320,64,1
naive,64,densa,D0,b,1,20,0.09739,32768,5304320,64,1
naive,64,densa,D0,b,2,20,0.09798,32768,5304320,64,1
naive,64,densa,D0,b,3,20,0.099285,32768,5304320,64,1
naive,64,densa,D0,b,4,20,0.099165,32768,5304320,64,1
naive,64,densa,D0,b,5,20,0.097535,32768,5304320,64,1
naive,64,densa,D0,b,6,20,0.11097,32768,5304320,64,1
naive,64,densa,D0,b,7,20,0.12149,32768,5304320,64,1
naive,64,densa,D0,b,8,20,0.10372,32768,5304320,64,1
naive,64,densa,D0,b,9,20,0.099275,32768,5304320,64,1
naive,64,densa,D0,b,10,20,0.096085,32768,5304320,64,1
naive,64,densa,D0,b,11,20,0.097575,32768,5304320,64,1
naive,64,densa,D0,b,12,20,0.09786,32768,5304320,64,1
naive,64,densa,D0,b,13,20,0.095865,32768,5304320,64,1
naive,64,densa,D0,b,14,20,0.095555,32768,5304320,64,1
naive,64,densa,D0,b,15,20,0.099355,32768,5304320,64,1
strassen,64,densa,D0,b,1,20,0.096345,32768,5312512,64,1
strassen,64,densa,D0,b,2,20,0.09668,32768,5312512,64,1
strassen,64,densa,D0,b,3,20,0.09954,32768,5312512,64,1
strassen,64,densa,D0,b,4,20,0.09791,32768,5312512,64,1
strassen,64,densa,D0,b,5,20,0.09633,32768,5312512,64,1
strassen,64,densa,D0,b,6,20,0.100935,32768,5312512,64,1
strassen,64,densa,D0,b,7,20,0.096455,32768,5312512,64,1
strassen,64,densa,D0,b,8,20,0.09652,32768,5312512,64,1
strassen,64,densa,D0,b,9,20,0.100545,32768,5312512,64,1
strassen,64,densa,D0,b,10,20,0.09635,32768,5312512,64,1
strassen,64,densa,D0,b,11,20,0.09663,32768,5312512,64,1
strassen,64,densa,D0,b,12,20,0.101175,32768,5312512,64,1
strassen,64,densa,D0,b,13,20,0.096635,32768,5312512,64,1
strassen,64,densa,D0,b,14,20,0.096145,32768,5312512,64,1
strassen,64,densa,D0,b,15,20,0.100715,32768,5312512,64,1
naive,64,densa,D0,c,1,20,0.09859,32768,5312512,64,1
naive,64,densa,D0,c,2,20,0.098585,32768,5312512,64,1
naive,64,densa,D0,c,3,20,0.101595,32768,5312512,64,1
naive,64,densa,D0,c,4,20,0.099685,32768,5312512,64,1
naive,64,densa,D0,c,5,20,0.09809,32768,5312512,64,1
naive,64,densa,D0,c,6,20,0.10394,32768,5312512,64,1
naive,64,densa,D0,c,7,20,0.098215,32768,5312512,64,1
naive,64,densa,D0,c,8,20,0.09858,32768,5312512,64,1
naive,64,densa,D0,c,9,20,0.10145,32768,5312512,64,1
naive,64,densa,D0,c,10,20,0.098535,32768,5312512,64,1
naive,64,densa,D0,c,11,20,0.09868,32768,5312512,64,1
naive,64,densa,D0,c,12,20,0.10355,32768,5312512,64,1
naive,64,densa,D0,c,13,20,0.09863,32768,5312512,64,1
naive,64,densa,D0,c,14,20,0.09871,32768,5312512,64,1
naive,64,densa,D0,c,15,20,0.12232,32768,5312512,64,1
strassen,64,densa,D0,c,1,20,0.13669,32768,5312512,64,1
strassen,64,densa,D0,c,2,20,0.140445,32768,5312512,64,1
strassen,64,densa,D0,c,3,20,0.138425,32768,5312512,64,1
strassen,64,densa,D0,c,4,20,0.13638,32768,5312512,64,1
strassen,64,densa,D0,c,5,20,0.102085,32768,5312512,64,1
strassen,64,densa,D0,c,6,20,0.100375,32768,5312512,64,1
strassen,64,densa,D0,c,7,20,0.098865,32768,5312512,64,1
strassen,64,densa,D0,c,8,20,0.099125,32768,5312512,64,1
strassen,64,densa,D0,c,9,20,0.099715,32768,5312512,64,1
strassen,64,densa,D0,c,10,20,0.102405,32768,5312512,64,1
strassen,64,densa,D0,c,11,20,0.09843,32768,5312512,64,1
strassen,64,densa,D0,c,12,20,0.09981,32768,5312512,64,1
strassen,64,densa,D0,c,13,20,0.129255,32768,5312512,64,1
strassen,64,densa,D0,c,14,20,0.11223,32768,5312512,64,1
strassen,64,densa,D0,c,15,20,0.09811,32768,5312512,64,1
naive,64,densa,D10,a,1,20,0.102645,32768,5312512,64,1
naive,64,densa,D10,a,2,20,0.100455,32768,5312512,64,1
naive,64,densa,D10,a,3,20,0.105835,32768,5312512,64,1
naive,64,densa,D10,a,4,20,0.09885,32768,5312512,64,1
naive,64,densa,D10,a,5,20,0.098535,32768,5312512,64,1
naive,64,densa,D10,a,6,20,0.10161,32768,5312512,64,1
naive,64,densa,D10,a,7,20,0.097295,32768,5312512,64,1
naive,64,densa,D10,a,8,20,0.099395,32768,5312512,64,1
naive,64,densa,D10,a,9,20,0.09849,32768,5312512,64,1
naive,64,densa,D10,a,10,20,0.09955,32768,5312512,64,1
naive,64,densa,D10,a,11,20,0.09758,32768,5312512,64,1
naive,64,densa,D10,a,12,20,0.098135,32768,5312512,64,1
naive,64,densa,D10,a,13,20,0.09888,32768,5312512,64,1
naive,64,densa,D10,a,14,20,0.098735,32768,5312512,64,1
naive,64,densa,D10,a,15,20,0.102985,32768,5312512,64,1
strassen,64,densa,D10,a,1,20,0.09769,32768,5345280,64,1
strassen,64,densa,D10,a,2,20,0.099565,32768,5345280,64,1
strassen,64,densa,D10,a,3,20,0.10857,32768,5345280,64,1
strassen,64,densa,D10,a,4,20,0.099035,32768,5345280,64,1
strassen,64,densa,D10,a,5,20,0.09858,32768,5345280,64,1
strassen,64,densa,D10,a,6,20,0.09943,32768,5345280,64,1
strassen,64,densa,D10,a,7,20,0.098195,32768,5345280,64,1
strassen,64,densa,D10,a,8,20,0.09904,32768,5345280,64,1
strassen,64,densa,D10,a,9,20,0.10037,32768,5345280,64,1
strassen,64,densa,D10,a,10,20,0.09729,32768,5345280,64,1
strassen,64,densa,D10,a,11,20,0.09784,32768,5345280,64,1
strassen,64,densa,D10,a,12,20,0.103265,32768,5345280,64,1
strassen,64,densa,D10,a,13,20,0.097205,32768,5345280,64,1
strassen,64,densa,D10,a,14,20,0.09793,32768,5345280,64,1
strassen,64,densa,D10,a,15,20,0.09868,32768,5345280,64,1
naive,64,densa,D10,b,1,20,0.09751,32768,5345280,64,1
naive,64,densa,D10,b,2,20,0.09646,32768,5345280,64,1
naive,64,densa,D10,b,3,20,0.100465,32768,5345280,64,1
naive,64,densa,D10,b,4,20,0.09726,32768,5345280,64,1
naive,64,densa,D10,b,5,20,0.097235,32768,5345280,64,1
naive,64,densa,D10,b,6,20,0.10072,32768,5345280,64,1
naive,64,densa,D10,b,7,20,0.097495,32768,5345280,64,1
naive,64,densa,D10,b,8,20,0.09821,32768,5345280,64,1
naive,64,densa,D10,b,9,20,0.100005,32768,5345280,64,1
naive,64,densa,D10,b,10,20,0.09753,32768,5345280,64,1
naive,64,densa,D10,b,11,20,0.09765,32768,5345280,64,1
naive,64,densa,D10,b,12,20,0.1092,32768,5345280,64,1
naive,64,densa,D10,b,13,20,0.09858,32768,5345280,64,1
naive,64,densa,D10,b,14,20,0.09791,32768,5345280,64,1
naive,64,densa,D10,b,15,20,0.114115,32768,5345280,64,1
strassen,64,densa,D10,b,1,20,0.10067,32768,5345280,64,1
strassen,64,densa,D10,b,2,20,0.09538,32768,5345280,64,1
strassen,64,densa,D10,b,3,20,0.115725,32768,5345280,64,1
strassen,64,densa,D10,b,4,20,0.10061,32768,5345280,64,1
strassen,64,densa,D10,b,5,20,0.096645,32768,5345280,64,1
strassen,64,densa,D10,b,6,20,0.09949,32768,5345280,64,1
strassen,64,densa,D10,b,7,20,0.09703,32768,5345280,64,1
strassen,64,densa,D10,b,8,20,0.096145,32768,5345280,64,1
strassen,64,densa,D10,b,9,20,0.114865,32768,5345280,64,1
strassen,64,densa,D10,b,10,20,0.09855,32768,5345280,64,1
strassen,64,densa,D10,b,11,20,0.097295,32768,5345280,64,1
strassen,64,densa,D10,b,12,20,0.097225,32768,5345280,64,1
strassen,64,densa,D10,b,13,20,0.0974,32768,5345280,64,1
strassen,64,densa,D10,b,14,20,0.09737,32768,5345280,64,1
strassen,64,densa,D10,b,15,20,0.098715,32768,5345280,64,1
naive,64,densa,D10,c,1,20,0.09663,32768,5345280,64,1
naive,64,densa,D10,c,2,20,0.099455,32768,5345280,64,1
naive,64,densa,D10,c,3,20,0.10088,32768,5345280,64,1
naive,64,densa,D10,c,4,20,0.09782,32768,5345280,64,1
naive,64,densa,D10,c,5,20,0.09735,32768,5345280,64,1
naive,64,densa,D10,c,6,20,0.09911,32768,5345280,64,1
naive,64,densa,D10,c,7,20,0.09864,32768,5345280,64,1
naive,64,densa,D10,c,8,20,0.097275,32768,5345280,64,1
naive,64,densa,D10,c,9,20,0.09905,32768,5345280,64,1
naive,64,densa,D10,c,10,20,0.09822,32768,5345280,64,1
naive,64,densa,D10,c,11,20,0.097345,32768,5345280,64,1
naive,64,densa,D10,c,12,20,0.097825,32768,5345280,64,1
naive,64,densa,D10,c,13,20,0.09639,32768,5345280,64,1
naive,64,densa,D10,c,14,20,0.098215,32768,5345280,64,1
naive,64,densa,D10,c,15,20,0.09964,32768,5345280,64,1
strassen,64,densa,D10,c,1,20,0.097215,32768,5345280,64,1
strassen,64,densa,D10,c,2,20,0.096795,32768,5345280,64,1
strassen,64,densa,D10,c,3,20,0.10037,32768,5345280,64,1
strassen,64,densa,D10,c,4,20,0.097025,32768,5345280,64,1
strassen,64,densa,D10,c,5,20,0.09731,32768,5345280,64,1
strassen,64,densa,D10,c,6,20,0.0983,32768,5345280,64,1
strassen,64,densa,D10,c,7,20,0.098095,32768,5345280,64,1
strassen,64,densa,D10,c,8,20,0.09666,32768,5345280,64,1
strassen,64,densa,D10,c,9,20,0.098125,32768,5345280,64,1
strassen,64,densa,D10,c,10,20,0.09722,32768,5345280,64,1
strassen,64,densa,D10,c,11,20,0.097085,32768,5345280,64,1
strassen,64,densa,D10,c,12,20,0.10036,32768,5345280,64,1
strassen,64,densa,D10,c,13,20,0.12291,32768,5345280,64,1
strassen,64,densa,D10,c,14,20,0.0992,32768,5345280,64,1
strassen,64,densa,D10,c,15,20,0.09766,32768,5345280,64,1
naive,64,diagonal,D0,a,1,20,0.09692,32768,5345280,64,1
naive,64,diagonal,D0,a,2,20,0.09768,32768,5345280,64,1
naive,64,diagonal,D0,a,3,20,0.09783,32768,5345280,64,1
naive,64,diagonal,D0,a,4,20,0.096435,32768,5345280,64,1
naive,64,diagonal,D0,a,5,20,0.09684,32768,5345280,64,1
naive,64,diagonal,D0,a,6,20,0.11874,32768,5345280,64,1
naive,64,diagonal,D0,a,7,20,0.097165,32768,5345280,64,1
naive,64,diagonal,D0,a,8,20,0.09899,32768,5345280,64,1
naive,64,diagonal,D0,a,9,20,0.098125,32768,5345280,64,1
naive,64,diagonal,D0,a,10,20,0.09675,32768,5345280,64,1
naive,64,diagonal,D0,a,11,20,0.09681,32768,5345280,64,1
naive,64,diagonal,D0,a,12,20,0.10084,32768,5345280,64,1
naive,64,diagonal,D0,a,13,20,0.09768,32768,5345280,64,1
naive,64,diagonal,D0,a,14,20,0.098185,32768,5345280,64,1
naive,64,diagonal,D0,a,15,20,0.10765,32768,5345280,64,1
strassen,64,diagonal,D0,a,1,20,0.0985,32768,5345280,64,1
strassen,64,diagonal,D0,a,2,20,0.097105,32768,5345280,64,1
strassen,64,diagonal,D0,a,3,20,0.10488,32768,5345280,64,1
strassen,64,diagonal,D0,a,4,20,0.09749,32768,5345280,64,1
strassen,64,diagonal,D0,a,5,20,0.09856,32768,5345280,64,1
strassen,64,diagonal,D0,a,6,20,0.103505,32768,5345280,64,1
strassen,64,diagonal,D0,a,7,20,0.096715,32768,5345280,64,1
strassen,64,diagonal,D0,a,8,20,0.097255,32768,5345280,64,1
strassen,64,diagonal,D0,a,9,20,0.102135,32768,5345280,64,1
strassen,64,diagonal,D0,a,10,20,0.096775,32768,5345280,64,1
strassen,64,diagonal,D0,a,11,20,0.09642,32768,5345280,64,1
strassen,64,diagonal,D0,a,12,20,0.123845,32768,5345280,64,1
strassen,64,diagonal,D0,a,13,20,0.103965,32768,5345280,64,1
strassen,64,diagonal,D0,a,14,20,0.097335,32768,5345280,64,1
strassen,64,diagonal,D0,a,15,20,0.096495,32768,5345280,64,1
naive,64,diagonal,D0,b,1,20,0.09642,32768,5345280,64,1
naive,64,diagonal,D0,b,2,20,0.11009,32768,5345280,64,1
naive,64,diagonal,D0,b,3,20,0.09507,32768,5345280,64,1
naive,64,diagonal,D0,b,4,20,0.094415,32768,5345280,64,1
naive,64,diagonal,D0,b,5,20,0.095985,32768,5345280,64,1
naive,64,diagonal,D0,b,6,20,0.09579,32768,5345280,64,1
naive,64,diagonal,D0,b,7,20,0.094495,32768,5345280,64,1
naive,64,diagonal,D0,b,8,20,0.09504,32768,5345280,64,1
naive,64,diagonal,D0,b,9,20,0.0947,32768,5345280,64,1
naive,64,diagonal,D0,b,10,20,0.094525,32768,5345280,64,1
naive,64,diagonal,D0,b,11,20,0.097485,32768,5345280,64,1
naive,64,diagonal,D0,b,12,20,0.094585,32768,5345280,64,1
naive,64,diagonal,D0,b,13,20,0.095545,32768,5345280,64,1
naive,64,diagonal,D0,b,14,20,0.09483,32768,5345280,64,1
naive,64,diagonal,D0,b,15,20,0.09479,32768,5345280,64,1
strassen,64,diagonal,D0,b,1,20,0.09433,32768,5345280,64,1
strassen,64,diagonal,D0,b,2,20,0.095055,32768,5345280,64,1
strassen,64,diagonal,D0,b,3,20,0.093925,32768,5345280,64,1
strassen,64,diagonal,D0,b,4,20,0.094425,32768,5345280,64,1
strassen,64,diagonal,D0,b,5,20,0.09497,32768,5345280,64,1
strassen,64,diagonal,D0,b,6,20,0.095065,32768,5345280,64,1
strassen,64,diagonal,D0,b,7,20,0.093825,32768,5345280,64,1
strassen,64,diagonal,D0,b,8,20,0.09437,32768,5345280,64,1
strassen,64,diagonal,D0,b,9,20,0.096005,32768,5345280,64,1
strassen,64,diagonal,D0,b,10,20,0.09436,32768,5345280,64,1
strassen,64,diagonal,D0,b,11,20,0.09433,32768,5345280,64,1
strassen,64,diagonal,D0,b,12,20,0.10361,32768,5345280,64,1
strassen,64,diagonal,D0,b,13,20,0.093995,32768,5345280,64,1
strassen,64,diagonal,D0,b,14,20,0.09543,32768,5345280,64,1
strassen,64,diagonal,D0,b,15,20,0.09574,32768,5345280,64,1
naive,64,diagonal,D0,c,1,20,0.09624,32768,5345280,64,1
naive,64,diagonal,D0,c,2,20,0.09605,32768,5345280,64,1
naive,64,diagonal,D0,c,3,20,0.098955,32768,5345280,64,1
naive,64,diagonal,D0,c,4,20,0.096025,32768,5345280,64,1
naive,64,diagonal,D0,c,5,20,0.09553,32768,5345280,64,1
naive,64,diagonal,D0,c,6,20,0.10096,32768,5345280,64,1
