algorithm,n,type,domain,sample,rep,batch,time_ms,peak_heap_bytes,peak_rss_bytes,cutoff,correct
naive,16,densa,D0,a,1,200,0.001323,2048,4972544,1,1
naive,16,densa,D0,a,2,200,0.0012935,2048,4972544,1,1
naive,16,densa,D0,a,3,200,0.0012995,2048,4972544,1,1
naive,16,densa,D0,a,4,200,0.0012935,2048,4972544,1,1
naive,16,densa,D0,a,5,200,0.001286,2048,4972544,1,1
naive,16,densa,D0,a,6,200,0.0013075,2048,4972544,1,1
naive,16,densa,D0,a,7,200,0.001291,2048,4972544,1,1
naive,16,densa,D0,a,8,200,0.001293,2048,4972544,1,1
naive,16,densa,D0,a,9,200,0.001275,2048,4972544,1,1
naive,16,densa,D0,a,10,200,0.001272,2048,4972544,1,1
naive,16,densa,D0,a,11,200,0.001302,2048,4972544,1,1
naive,16,densa,D0,a,12,200,0.0012515,2048,4972544,1,1
naive,16,densa,D0,a,13,200,0.0012575,2048,4972544,1,1
naive,16,densa,D0,a,14,200,0.0012655,2048,4972544,1,1
naive,16,densa,D0,a,15,200,0.001309,2048,4972544,1,1
strassen,16,densa,D0,a,1,200,0.0265645,8168,5095424,1,1
strassen,16,densa,D0,a,2,200,0.025998,8168,5095424,1,1
strassen,16,densa,D0,a,3,200,0.0258795,8168,5095424,1,1
strassen,16,densa,D0,a,4,200,0.025955,8168,5095424,1,1
strassen,16,densa,D0,a,5,200,0.02593,8168,5095424,1,1
strassen,16,densa,D0,a,6,200,0.025847,8168,5095424,1,1
strassen,16,densa,D0,a,7,200,0.025802,8168,5095424,1,1
strassen,16,densa,D0,a,8,200,0.025746,8168,5095424,1,1
strassen,16,densa,D0,a,9,200,0.025778,8168,5095424,1,1
strassen,16,densa,D0,a,10,200,0.0261585,8168,5095424,1,1
strassen,16,densa,D0,a,11,200,0.0259265,8168,5095424,1,1
strassen,16,densa,D0,a,12,200,0.025767,8168,5095424,1,1
strassen,16,densa,D0,a,13,200,0.0291485,8168,5095424,1,1
strassen,16,densa,D0,a,14,200,0.025868,8168,5095424,1,1
strassen,16,densa,D0,a,15,200,0.027071,8168,5095424,1,1
naive,16,densa,D0,b,1,200,0.001401,2048,5169152,1,1
naive,16,densa,D0,b,2,200,0.001263,2048,5169152,1,1
naive,16,densa,D0,b,3,200,0.0013975,2048,5169152,1,1
naive,16,densa,D0,b,4,200,0.001269,2048,5169152,1,1
naive,16,densa,D0,b,5,200,0.001287,2048,5169152,1,1
naive,16,densa,D0,b,6,200,0.0012695,2048,5169152,1,1
naive,16,densa,D0,b,7,200,0.001286,2048,5169152,1,1
naive,16,densa,D0,b,8,200,0.0012685,2048,5169152,1,1
naive,16,densa,D0,b,9,200,0.001269,2048,5169152,1,1
naive,16,densa,D0,b,10,200,0.001269,2048,5169152,1,1
naive,16,densa,D0,b,11,200,0.001284,2048,5169152,1,1
naive,16,densa,D0,b,12,200,0.001262,2048,5169152,1,1
naive,16,densa,D0,b,13,200,0.00126,2048,5169152,1,1
naive,16,densa,D0,b,14,200,0.001262,2048,5169152,1,1
naive,16,densa,D0,b,15,200,0.00129,2048,5169152,1,1
strassen,16,densa,D0,b,1,200,0.0259755,8168,5169152,1,1
strassen,16,densa,D0,b,2,200,0.0259645,8168,5169152,1,1
strassen,16,densa,D0,b,3,200,0.0266205,8168,5169152,1,1
strassen,16,densa,D0,b,4,200,0.0260085,8168,5169152,1,1
strassen,16,densa,D0,b,5,200,0.026934,8168,5169152,1,1
strassen,16,densa,D0,b,6,200,0.0261275,8168,5169152,1,1
strassen,16,densa,D0,b,7,200,0.02666,8168,5169152,1,1
strassen,16,densa,D0,b,8,200,0.0283875,8168,5169152,1,1
strassen,16,densa,D0,b,9,200,0.027499,8168,5169152,1,1
strassen,16,densa,D0,b,10,200,0.0271735,8168,5169152,1,1
strassen,16,densa,D0,b,11,200,0.0281985,8168,5169152,1,1
strassen,16,densa,D0,b,12,200,0.0272115,8168,5169152,1,1
strassen,16,densa,D0,b,13,200,0.025783,8168,5169152,1,1
strassen,16,densa,D0,b,14,200,0.025966,8168,5169152,1,1
strassen,16,densa,D0,b,15,200,0.026129,8168,5169152,1,1
naive,16,densa,D0,c,1,200,0.0012705,2048,5169152,1,1
naive,16,densa,D0,c,2,200,0.0012685,2048,5169152,1,1
naive,16,densa,D0,c,3,200,0.0012685,2048,5169152,1,1
naive,16,densa,D0,c,4,200,0.0012695,2048,5169152,1,1
naive,16,densa,D0,c,5,200,0.001268,2048,5169152,1,1
naive,16,densa,D0,c,6,200,0.001269,2048,5169152,1,1
naive,16,densa,D0,c,7,200,0.0013205,2048,5169152,1,1
naive,16,densa,D0,c,8,200,0.001375,2048,5169152,1,1
naive,16,densa,D0,c,9,200,0.0012685,2048,5169152,1,1
naive,16,densa,D0,c,10,200,0.001268,2048,5169152,1,1
naive,16,densa,D0,c,11,200,0.0012675,2048,5169152,1,1
naive,16,densa,D0,c,12,200,0.0012685,2048,5169152,1,1
naive,16,densa,D0,c,13,200,0.0012685,2048,5169152,1,1
naive,16,densa,D0,c,14,200,0.001269,2048,5169152,1,1
naive,16,densa,D0,c,15,200,0.001286,2048,5169152,1,1
strassen,16,densa,D0,c,1,200,0.0258435,8168,5169152,1,1
strassen,16,densa,D0,c,2,200,0.026401,8168,5169152,1,1
strassen,16,densa,D0,c,3,200,0.025809,8168,5169152,1,1
strassen,16,densa,D0,c,4,200,0.0259205,8168,5169152,1,1
strassen,16,densa,D0,c,5,200,0.0259705,8168,5169152,1,1
strassen,16,densa,D0,c,6,200,0.025795,8168,5169152,1,1
strassen,16,densa,D0,c,7,200,0.0258025,8168,5169152,1,1
strassen,16,densa,D0,c,8,200,0.025755,8168,5169152,1,1
strassen,16,densa,D0,c,9,200,0.0257815,8168,5169152,1,1
strassen,16,densa,D0,c,10,200,0.0258405,8168,5169152,1,1
strassen,16,densa,D0,c,11,200,0.0260965,8168,5169152,1,1
strassen,16,densa,D0,c,12,200,0.0261615,8168,5169152,1,1
strassen,16,densa,D0,c,13,200,0.0258115,8168,5169152,1,1
strassen,16,densa,D0,c,14,200,0.0260225,8168,5169152,1,1
strassen,16,densa,D0,c,15,200,0.027162,8168,5169152,1,1
naive,16,densa,D10,a,1,200,0.0013185,2048,5169152,1,1
naive,16,densa,D10,a,2,200,0.001269,2048,5169152,1,1
naive,16,densa,D10,a,3,200,0.0012685,2048,5169152,1,1
naive,16,densa,D10,a,4,200,0.00127,2048,5169152,1,1
naive,16,densa,D10,a,5,200,0.0012895,2048,5169152,1,1
naive,16,densa,D10,a,6,200,0.001287,2048,5169152,1,1
naive,16,densa,D10,a,7,200,0.001263,2048,5169152,1,1
naive,16,densa,D10,a,8,200,0.001262,2048,5169152,1,1
naive,16,densa,D10,a,9,200,0.001262,2048,5169152,1,1
naive,16,densa,D10,a,10,200,0.001262,2048,5169152,1,1
naive,16,densa,D10,a,11,200,0.0012625,2048,5169152,1,1
naive,16,densa,D10,a,12,200,0.001261,2048,5169152,1,1
naive,16,densa,D10,a,13,200,0.0012755,2048,5169152,1,1
naive,16,densa,D10,a,14,200,0.001261,2048,5169152,1,1
naive,16,densa,D10,a,15,200,0.00126,2048,5169152,1,1
strassen,16,densa,D10,a,1,200,0.026566,8168,5169152,1,1
strassen,16,densa,D10,a,2,200,0.0261075,8168,5169152,1,1
strassen,16,densa,D10,a,3,200,0.02603,8168,5169152,1,1
strassen,16,densa,D10,a,4,200,0.02853,8168,5169152,1,1
strassen,16,densa,D10,a,5,200,0.025944,8168,5169152,1,1
strassen,16,densa,D10,a,6,200,0.025928,8168,5169152,1,1
strassen,16,densa,D10,a,7,200,0.025961,8168,5169152,1,1
strassen,16,densa,D10,a,8,200,0.025932,8168,5169152,1,1
strassen,16,densa,D10,a,9,200,0.026424,8168,5169152,1,1
strassen,16,densa,D10,a,10,200,0.026006,8168,5169152,1,1
strassen,16,densa,D10,a,11,200,0.0258445,8168,5169152,1,1
strassen,16,densa,D10,a,12,200,0.025892,8168,5169152,1,1
strassen,16,densa,D10,a,13,200,0.0264925,8168,5169152,1,1
strassen,16,densa,D10,a,14,200,0.025831,8168,5169152,1,1
strassen,16,densa,D10,a,15,200,0.025873,8168,5169152,1,1
naive,16,densa,D10,b,1,200,0.00126,2048,5169152,1,1
naive,16,densa,D10,b,2,200,0.0012605,2048,5169152,1,1
naive,16,densa,D10,b,3,200,0.00133,2048,5169152,1,1
naive,16,densa,D10,b,4,200,0.0012615,2048,5169152,1,1
naive,16,densa,D10,b,5,200,0.001283,2048,5169152,1,1
naive,16,densa,D10,b,6,200,0.00126,2048,5169152,1,1
naive,16,densa,D10,b,7,200,0.00126,2048,5169152,1,1
naive,16,densa,D10,b,8,200,0.0012615,2048,5169152,1,1
naive,16,densa,D10,b,9,200,0.0012635,2048,5169152,1,1
naive,16,densa,D10,b,10,200,0.001262,2048,5169152,1,1
naive,16,densa,D10,b,11,200,0.0012615,2048,5169152,1,1
naive,16,densa,D10,b,12,200,0.001263,2048,5169152,1,1
naive,16,densa,D10,b,13,200,0.0012715,2048,5169152,1,1
naive,16,densa,D10,b,14,200,0.001262,2048,5169152,1,1
naive,16,densa,D10,b,15,200,0.0012605,2048,5169152,1,1
strassen,16,densa,D10,b,1,200,0.0258065,8168,5169152,1,1
strassen,16,densa,D10,b,2,200,0.025691,8168,5169152,1,1
strassen,16,densa,D10,b,3,200,0.0256995,8168,5169152,1,1
strassen,16,densa,D10,b,4,200,0.0263375,8168,5169152,1,1
strassen,16,densa,D10,b,5,200,0.0257215,8168,5169152,1,1
strassen,16,densa,D10,b,6,200,0.025735,8168,5169152,1,1
strassen,16,densa,D10,b,7,200,0.0274345,8168,5169152,1,1
strassen,16,densa,D10,b,8,200,0.0258335,8168,5169152,1,1
strassen,16,densa,D10,b,9,200,0.0257035,8168,5169152,1,1
strassen,16,densa,D10,b,10,200,0.025919,8168,5169152,1,1
strassen,16,densa,D10,b,11,200,0.0257205,8168,5169152,1,1
strassen,16,densa,D10,b,12,200,0.0256845,8168,5169152,1,1
strassen,16,densa,D10,b,13,200,0.02575,8168,5169152,1,1
strassen,16,densa,D10,b,14,200,0.025706,8168,5169152,1,1
strassen,16,densa,D10,b,15,200,0.0256755,8168,5169152,1,1
naive,16,densa,D10,c,1,200,0.0012815,2048,5169152,1,1
naive,16,densa,D10,c,2,200,0.001264,2048,5169152,1,1
naive,16,densa,D10,c,3,200,0.001264,2048,5169152,1,1
naive,16,densa,D10,c,4,200,0.0012635,2048,5169152,1,1
naive,16,densa,D10,c,5,200,0.001263,2048,5169152,1,1
naive,16,densa,D10,c,6,200,0.0012795,2048,5169152,1,1
naive,16,densa,D10,c,7,200,0.0012585,2048,5169152,1,1
naive,16,densa,D10,c,8,200,0.0012565,2048,5169152,1,1
naive,16,densa,D10,c,9,200,0.0012695,2048,5169152,1,1
naive,16,densa,D10,c,10,200,0.001255,2048,5169152,1,1
naive,16,densa,D10,c,11,200,0.001258,2048,5169152,1,1
naive,16,densa,D10,c,12,200,0.001256,2048,5169152,1,1
naive,16,densa,D10,c,13,200,0.001256,2048,5169152,1,1
naive,16,densa,D10,c,14,200,0.0012575,2048,5169152,1,1
naive,16,densa,D10,c,15,200,0.001277,2048,5169152,1,1
strassen,16,densa,D10,c,1,200,0.0257795,8168,5169152,1,1
strassen,16,densa,D10,c,2,200,0.02568,8168,5169152,1,1
strassen,16,densa,D10,c,3,200,0.0269235,8168,5169152,1,1
strassen,16,densa,D10,c,4,200,0.0257155,8168,5169152,1,1
strassen,16,densa,D10,c,5,200,0.025732,8168,5169152,1,1
strassen,16,densa,D10,c,6,200,0.0257075,8168,5169152,1,1
strassen,16,densa,D10,c,7,200,0.025721,8168,5169152,1,1
strassen,16,densa,D10,c,8,200,0.0257045,8168,5169152,1,1
strassen,16,densa,D10,c,9,200,0.0260215,8168,5169152,1,1
strassen,16,densa,D10,c,10,200,0.025884,8168,5169152,1,1
strassen,16,densa,D10,c,11,200,0.0261725,8168,5169152,1,1
strassen,16,densa,D10,c,12,200,0.026106,8168,5169152,1,1
strassen,16,densa,D10,c,13,200,0.025801,8168,5169152,1,1
strassen,16,densa,D10,c,14,200,0.025678,8168,5169152,1,1
strassen,16,densa,D10,c,15,200,0.025795,8168,5169152,1,1
naive,16,diagonal,D0,a,1,200,0.001261,2048,5169152,1,1
naive,16,diagonal,D0,a,2,200,0.001263,2048,5169152,1,1
naive,16,diagonal,D0,a,3,200,0.001262,2048,5169152,1,1
naive,16,diagonal,D0,a,4,200,0.001319,2048,5169152,1,1
naive,16,diagonal,D0,a,5,200,0.0012585,2048,5169152,1,1
naive,16,diagonal,D0,a,6,200,0.0012625,2048,5169152,1,1
naive,16,diagonal,D0,a,7,200,0.0012685,2048,5169152,1,1
naive,16,diagonal,D0,a,8,200,0.0012645,2048,5169152,1,1
naive,16,diagonal,D0,a,9,200,0.001257,2048,5169152,1,1
naive,16,diagonal,D0,a,10,200,0.0012575,2048,5169152,1,1
naive,16,diagonal,D0,a,11,200,0.0012575,2048,5169152,1,1
naive,16,diagonal,D0,a,12,200,0.001273,2048,5169152,1,1
naive,16,diagonal,D0,a,13,200,0.0012555,2048,5169152,1,1
naive,16,diagonal,D0,a,14,200,0.001255,2048,5169152,1,1
naive,16,diagonal,D0,a,15,200,0.001257,2048,5169152,1,1
strassen,16,diagonal,D0,a,1,200,0.025617,8168,5169152,1,1
strassen,16,diagonal,D0,a,2,200,0.025607,8168,5169152,1,1
strassen,16,diagonal,D0,a,3,200,0.025869,8168,5169152,1,1
strassen,16,diagonal,D0,a,4,200,0.0256855,8168,5169152,1,1
strassen,16,diagonal,D0,a,5,200,0.0257165,8168,5169152,1,1
strassen,16,diagonal,D0,a,6,200,0.0257965,8168,5169152,1,1
strassen,16,diagonal,D0,a,7,200,0.0256905,8168,5169152,1,1
strassen,16,diagonal,D0,a,8,200,0.025772,8168,5169152,1,1
strassen,16,diagonal,D0,a,9,200,0.0256895,8168,5169152,1,1
strassen,16,diagonal,D0,a,10,200,0.0256985,8168,5169152,1,1
strassen,16,diagonal,D0,a,11,200,0.0256875,8168,5169152,1,1
strassen,16,diagonal,D0,a,12,200,0.0258065,8168,5169152,1,1
strassen,16,diagonal,D0,a,13,200,0.025711,8168,5169152,1,1
strassen,16,diagonal,D0,a,14,200,0.0257355,8168,5169152,1,1
strassen,16,diagonal,D0,a,15,200,0.0263495,8168,5169152,1,1
naive,16,diagonal,D0,b,1,200,0.0012625,2048,5169152,1,1
naive,16,diagonal,D0,b,2,200,0.001263,2048,5169152,1,1
naive,16,diagonal,D0,b,3,200,0.0012615,2048,5169152,1,1
naive,16,diagonal,D0,b,4,200,0.00126,2048,5169152,1,1
naive,16,diagonal,D0,b,5,200,0.001262,2048,5169152,1,1
naive,16,diagonal,D0,b,6,200,0.001262,2048,5169152,1,1
naive,16,diagonal,D0,b,7,200,0.0012785,2048,5169152,1,1
naive,16,diagonal,D0,b,8,200,0.0012735,2048,5169152,1,1
naive,16,diagonal,D0,b,9,200,0.0012525,2048,5169152,1,1
naive,16,diagonal,D0,b,10,200,0.001252,2048,5169152,1,1
naive,16,diagonal,D0,b,11,200,0.0012535,2048,5169152,1,1
naive,16,diagonal,D0,b,12,200,0.001255,2048,5169152,1,1
naive,16,diagonal,D0,b,13,200,0.0012535,2048,5169152,1,1
naive,16,diagonal,D0,b,14,200,0.0012535,2048,5169152,1,1
naive,16,diagonal,D0,b,15,200,0.001266,2048,5169152,1,1
strassen,16,diagonal,D0,b,1,200,0.025618,8168,5169152,1,1
strassen,16,diagonal,D0,b,2,200,0.0256915,8168,5169152,1,1
strassen,16,diagonal,D0,b,3,200,0.0257095,8168,5169152,1,1
strassen,16,diagonal,D0,b,4,200,0.025677,8168,5169152,1,1
strassen,16,diagonal,D0,b,5,200,0.025758,8168,5169152,1,1
strassen,16,diagonal,D0,b,6,200,0.02573,8168,5169152,1,1
strassen,16,diagonal,D0,b,7,200,0.0257635,8168,5169152,1,1
strassen,16,diagonal,D0,b,8,200,0.0259905,8168,5169152,1,1
strassen,16,diagonal,D0,b,9,200,0.025686,8168,5169152,1,1
strassen,16,diagonal,D0,b,10,200,0.02572,8168,5169152,1,1
strassen,16,diagonal,D0,b,11,200,0.025771,8168,5169152,1,1
strassen,16,diagonal,D0,b,12,200,0.0256845,8168,5169152,1,1
strassen,16,diagonal,D0,b,13,200,0.025696,8168,5169152,1,1
strassen,16,diagonal,D0,b,14,200,0.025698,8168,5169152,1,1
strassen,16,diagonal,D0,b,15,200,0.025723,8168,5169152,1,1
naive,16,diagonal,D0,c,1,200,0.0012615,2048,5169152,1,1
naive,16,diagonal,D0,c,2,200,0.0012615,2048,5169152,1,1
naive,16,diagonal,D0,c,3,200,0.00126,2048,5169152,1,1
naive,16,diagonal,D0,c,4,200,0.0012575,2048,5169152,1,1
naive,16,diagonal,D0,c,5,200,0.001257,2048,5169152,1,1
naive,16,diagonal,D0,c,6,200,0.0012595,2048,5169152,1,1
naive,16,diagonal,D0,c,7,200,0.0012965,2048,5169152,1,1
naive,16,diagonal,D0,c,8,200,0.0012535,2048,5169152,1,1
naive,16,diagonal,D0,c,9,200,0.001254,2048,5169152,1,1
naive,16,diagonal,D0,c,10,200,0.0012555,2048,5169152,1,1
naive,16,diagonal,D0,c,11,200,0.00132,2048,5169152,1,1
naive,16,diagonal,D0,c,12,200,0.0012545,2048,5169152,1,1
naive,16,diagonal,D0,c,13,200,0.0012565,2048,5169152,1,1
naive,16,diagonal,D0,c,14,200,0.001255,2048,5169152,1,1
naive,16,diagonal,D0,c,15,200,0.0012705,2048,5169152,1,1
strassen,16,diagonal,D0,c,1,200,0.0255875,8168,5169152,1,1
strassen,16,diagonal,D0,c,2,200,0.026169,8168,5169152,1,1
strassen,16,diagonal,D0,c,3,200,0.0257405,8168,5169152,1,1
strassen,16,diagonal,D0,c,4,200,0.0257065,8168,5169152,1,1
strassen,16,diagonal,D0,c,5,200,0.0258645,8168,5169152,1,1
strassen,16,diagonal,D0,c,6,200,0.0265435,8168,5169152,1,1
strassen,16,diagonal,D0,c,7,200,0.0257435,8168,5169152,1,1
strassen,16,diagonal,D0,c,8,200,0.0258065,8168,5169152,1,1
strassen,16,diagonal,D0,c,9,200,0.025695,8168,5169152,1,1
strassen,16,diagonal,D0,c,10,200,0.025681,8168,5169152,1,1
strassen,16,diagonal,D0,c,11,200,0.025702,8168,5169152,1,1
strassen,16,diagonal,D0,c,12,200,0.0257045,8168,5169152,1,1
strassen,16,diagonal,D0,c,13,200,0.0256825,8168,5169152,1,1
strassen,16,diagonal,D0,c,14,200,0.0266275,8168,5169152,1,1
strassen,16,diagonal,D0,c,15,200,0.025667,8168,5169152,1,1
naive,16,diagonal,D10,a,1,200,0.001377,2048,5169152,1,1
naive,16,diagonal,D10,a,2,200,0.0012625,2048,5169152,1,1
naive,16,diagonal,D10,a,3,200,0.0012805,2048,5169152,1,1
naive,16,diagonal,D10,a,4,200,0.001261,2048,5169152,1,1
naive,16,diagonal,D10,a,5,200,0.0012815,2048,5169152,1,1
naive,16,diagonal,D10,a,6,200,0.001255,2048,5169152,1,1
naive,16,diagonal,D10,a,7,200,0.0012565,2048,5169152,1,1
naive,16,diagonal,D10,a,8,200,0.0012555,2048,5169152,1,1
naive,16,diagonal,D10,a,9,200,0.001256,2048,5169152,1,1
naive,16,diagonal,D10,a,10,200,0.001268,2048,5169152,1,1
naive,16,diagonal,D10,a,11,200,0.001254,2048,5169152,1,1
naive,16,diagonal,D10,a,12,200,0.0012545,2048,5169152,1,1
naive,16,diagonal,D10,a,13,200,0.0012565,2048,5169152,1,1
naive,16,diagonal,D10,a,14,200,0.0012575,2048,5169152,1,1
naive,16,diagonal,D10,a,15,200,0.0012575,2048,5169152,1,1
strassen,16,diagonal,D10,a,1,200,0.025662,8168,5169152,1,1
strassen,16,diagonal,D10,a,2,200,0.0258845,8168,5169152,1,1
strassen,16,diagonal,D10,a,3,200,0.0257155,8168,5169152,1,1
strassen,16,diagonal,D10,a,4,200,0.0257035,8168,5169152,1,1
strassen,16,diagonal,D10,a,5,200,0.0257275,8168,5169152,1,1
strassen,16,diagonal,D10,a,6,200,0.0256985,8168,5169152,1,1
strassen,16,diagonal,D10,a,7,200,0.025713,8168,5169152,1,1
strassen,16,diagonal,D10,a,8,200,0.025734,8168,5169152,1,1
strassen,16,diagonal,D10,a,9,200,0.025734,8168,5169152,1,1
strassen,16,diagonal,D10,a,10,200,0.0257665,8168,5169152,1,1
strassen,16,diagonal,D10,a,11,200,0.025764,8168,5169152,1,1
strassen,16,diagonal,D10,a,12,200,0.0256595,8168,5169152,1,1
strassen,16,diagonal,D10,a,13,200,0.027226,8168,5169152,1,1
strassen,16,diagonal,D10,a,14,200,0.02581,8168,5169152,1,1
strassen,16,diagonal,D10,a,15,200,0.0260715,8168,5169152,1,1
naive,16,diagonal,D10,b,1,200,0.001267,2048,5169152,1,1
naive,16,diagonal,D10,b,2,200,0.001268,2048,5169152,1,1
naive,16,diagonal,D10,b,3,200,0.0012885,2048,5169152,1,1
naive,16,diagonal,D10,b,4,200,0.0012655,2048,5169152,1,1
naive,16,diagonal,D10,b,5,200,0.0012675,2048,5169152,1,1
naive,16,diagonal,D10,b,6,200,0.001268,2048,5169152,1,1
naive,16,diagonal,D10,b,7,200,0.001288,2048,5169152,1,1
naive,16,diagonal,D10,b,8,200,0.0012625,2048,5169152,1,1
naive,16,diagonal,D10,b,9,200,0.001262,2048,5169152,1,1
naive,16,diagonal,D10,b,10,200,0.001275,2048,5169152,1,1
naive,16,diagonal,D10,b,11,200,0.0012605,2048,5169152,1,1
naive,16,diagonal,D10,b,12,200,0.001262,2048,5169152,1,1
naive,16,diagonal,D10,b,13,200,0.001261,2048,5169152,1,1
naive,16,diagonal,D10,b,14,200,0.0012615,2048,5169152,1,1
naive,16,diagonal,D10,b,15,200,0.0012625,2048,5169152,1,1
strassen,16,diagonal,D10,b,1,200,0.0258685,8168,5169152,1,1
strassen,16,diagonal,D10,b,2,200,0.0257175,8168,5169152,1,1
strassen,16,diagonal,D10,b,3,200,0.0256925,8168,5169152,1,1
strassen,16,diagonal,D10,b,4,200,0.0257535,8168,5169152,1,1
strassen,16,diagonal,D10,b,5,200,0.02571,8168,5169152,1,1
strassen,16,diagonal,D10,b,6,200,0.025705,8168,5169152,1,1
strassen,16,diagonal,D10,b,7,200,0.0258235,8168,5169152,1,1
strassen,16,diagonal,D10,b,8,200,0.025698,8168,5169152,1,1
strassen,16,diagonal,D10,b,9,200,0.0256875,8168,5169152,1,1
strassen,16,diagonal,D10,b,10,200,0.0257965,8168,5169152,1,1
strassen,16,diagonal,D10,b,11,200,0.025678,8168,5169152,1,1
strassen,16,diagonal,D10,b,12,200,0.0257665,8168,5169152,1,1
strassen,16,diagonal,D10,b,13,200,0.0258015,8168,5169152,1,1
strassen,16,diagonal,D10,b,14,200,0.0257505,8168,5169152,1,1
strassen,16,diagonal,D10,b,15,200,0.0257865,8168,5169152,1,1
naive,16,diagonal,D10,c,1,200,0.001262,2048,5169152,1,1
naive,16,diagonal,D10,c,2,200,0.001261,2048,5169152,1,1
naive,16,diagonal,D10,c,3,200,0.001314,2048,5169152,1,1
naive,16,diagonal,D10,c,4,200,0.0012595,2048,5169152,1,1
naive,16,diagonal,D10,c,5,200,0.00126,2048,5169152,1,1
naive,16,diagonal,D10,c,6,200,0.0012625,2048,5169152,1,1
naive,16,diagonal,D10,c,7,200,0.0012965,2048,5169152,1,1
naive,16,diagonal,D10,c,8,200,0.0012575,2048,5169152,1,1
naive,16,diagonal,D10,c,9,200,0.001256,2048,5169152,1,1
naive,16,diagonal,D10,c,10,200,0.001256,2048,5169152,1,1
naive,16,diagonal,D10,c,11,200,0.0012555,2048,5169152,1,1
naive,16,diagonal,D10,c,12,200,0.0012775,2048,5169152,1,1
naive,16,diagonal,D10,c,13,200,0.001272,2048,5169152,1,1
naive,16,diagonal,D10,c,14,200,0.0012575,2048,5169152,1,1
naive,16,diagonal,D10,c,15,200,0.0012745,2048,5169152,1,1
strassen,16,diagonal,D10,c,1,200,0.0255945,8168,5169152,1,1
strassen,16,diagonal,D10,c,2,200,0.0255875,8168,5169152,1,1
strassen,16,diagonal,D10,c,3,200,0.025604,8168,5169152,1,1
strassen,16,diagonal,D10,c,4,200,0.0256205,8168,5169152,1,1
strassen,16,diagonal,D10,c,5,200,0.025624,8168,5169152,1,1
strassen,16,diagonal,D10,c,6,200,0.025781,8168,5169152,1,1
strassen,16,diagonal,D10,c,7,200,0.0257005,8168,5169152,1,1
strassen,16,diagonal,D10,c,8,200,0.0257135,8168,5169152,1,1
strassen,16,diagonal,D10,c,9,200,0.0257435,8168,5169152,1,1
strassen,16,diagonal,D10,c,10,200,0.025613,8168,5169152,1,1
strassen,16,diagonal,D10,c,11,200,0.025696,8168,5169152,1,1
strassen,16,diagonal,D10,c,12,200,0.0256775,8168,5169152,1,1
strassen,16,diagonal,D10,c,13,200,0.0257275,8168,5169152,1,1
strassen,16,diagonal,D10,c,14,200,0.0257795,8168,5169152,1,1
strassen,16,diagonal,D10,c,15,200,0.02579,8168,5169152,1,1
naive,16,dispersa,D0,a,1,200,0.0012625,2048,5169152,1,1
naive,16,dispersa,D0,a,2,200,0.0012615,2048,5169152,1,1
naive,16,dispersa,D0,a,3,200,0.0012605,2048,5169152,1,1
naive,16,dispersa,D0,a,4,200,0.0012605,2048,5169152,1,1
naive,16,dispersa,D0,a,5,200,0.0012785,2048,5169152,1,1
naive,16,dispersa,D0,a,6,200,0.0012605,2048,5169152,1,1
naive,16,dispersa,D0,a,7,200,0.0012615,2048,5169152,1,1
naive,16,dispersa,D0,a,8,200,0.0012605,2048,5169152,1,1
naive,16,dispersa,D0,a,9,200,0.001259,2048,5169152,1,1
naive,16,dispersa,D0,a,10,200,0.001262,2048,5169152,1,1
naive,16,dispersa,D0,a,11,200,0.001262,2048,5169152,1,1
naive,16,dispersa,D0,a,12,200,0.0012605,2048,5169152,1,1
naive,16,dispersa,D0,a,13,200,0.0012715,2048,5169152,1,1
naive,16,dispersa,D0,a,14,200,0.001262,2048,5169152,1,1
naive,16,dispersa,D0,a,15,200,0.001262,2048,5169152,1,1
strassen,16,dispersa,D0,a,1,200,0.025644,8168,5169152,1,1
strassen,16,dispersa,D0,a,2,200,0.025742,8168,5169152,1,1
strassen,16,dispersa,D0,a,3,200,0.025678,8168,5169152,1,1
strassen,16,dispersa,D0,a,4,200,0.0257235,8168,5169152,1,1
strassen,16,dispersa,D0,a,5,200,0.02566,8168,5169152,1,1
strassen,16,dispersa,D0,a,6,200,0.0258925,8168,5169152,1,1
strassen,16,dispersa,D0,a,7,200,0.0258525,8168,5169152,1,1
strassen,16,dispersa,D0,a,8,200,0.0259615,8168,5169152,1,1
strassen,16,dispersa,D0,a,9,200,0.027244,8168,5169152,1,1
strassen,16,dispersa,D0,a,10,200,0.026207,8168,5169152,1,1
strassen,16,dispersa,D0,a,11,200,0.0259465,8168,5169152,1,1
strassen,16,dispersa,D0,a,12,200,0.0259725,8168,5169152,1,1
strassen,16,dispersa,D0,a,13,200,0.02586,8168,5169152,1,1
strassen,16,dispersa,D0,a,14,200,0.025714,8168,5169152,1,1
strassen,16,dispersa,D0,a,15,200,0.0257575,8168,5169152,1,1
naive,16,dispersa,D0,b,1,200,0.0012625,2048,5169152,1,1
naive,16,dispersa,D0,b,2,200,0.001262,2048,5169152,1,1
naive,16,dispersa,D0,b,3,200,0.0012625,2048,5169152,1,1
naive,16,dispersa,D0,b,4,200,0.001284,2048,5169152,1,1
naive,16,dispersa,D0,b,5,200,0.001262,2048,5169152,1,1
naive,16,dispersa,D0,b,6,200,0.001261,2048,5169152,1,1
naive,16,dispersa,D0,b,7,200,0.001262,2048,5169152,1,1
